Nest_Key,Year,Nest_ID,Eggs_Laid,Female_ID,Male_ID,J_Found_Date,Hatch_Date,J_Hatch_Date,Eggs_Hatched,Fledglings,Known_Hatch,Study_Site,Fate
89-M32.1,1989,M32.1,5,1560.04508,,5,7/14/89,195,5,0,FALSE,S,AN
89-N18.1,1989,N18.1,9,940.2576,,9,00/00/00,0,0,0,FALSE,N,AE
89-N19.1,1989,N19.1,7,940.25767,2011.81206,7,6/20/89,171,7,7,FALSE,N,F
89-N20.1,1989,N20.1,6,910.26766,2011.81176,6,6/16/89,167,6,4,FALSE,N,F
89-N20.2,1989,N20.2,5,1560.0331,,5,7/10/89,191,3,2,FALSE,N,F
89-N20.3,1989,N20.3,5,2021.76316,,5,00/00/00,0,0,0,FALSE,N,AE
89-N23.1,1989,N23.1,6,2021.76321,940.25076,6,6/15/89,166,5,5,FALSE,S,F
89-N23.2,1989,N23.2,6,2011.81193,2021.76348,4,6/16/89,167,4,4,FALSE,S,F
89-N23.3,1989,N23.3,7,2021.76317,940.25704,7,6/16/89,167,6,6,FALSE,S,F
89-N24.1,1989,N24.1,5,2021.76341,,3,7/3/89,184,3,0,FALSE,S,AN
89-N24.1,1989,N24.1,6,2021.76328,,6,00/00/00,0,0,0,FALSE,S,AE
89-N26.2,1989,N26.2,5,2011.8144,,5,6/19/89,170,2,0,FALSE,S,AN
89-N27.1,1989,N27.1,5,2021.76308,2011.81831,5,6/14/89,165,5,5,FALSE,S,F
89-N27.3,1989,N27.3,5,2021.7633,2011.81743,7,6/18/89,169,5,5,FALSE,S,F
89-N28.1,1989,N28.1,6,2021.76322,2021.76351,6,6/17/89,168,6,6,FALSE,S,F
89-N28.2,1989,N28.2,6,2011.81491,2021.7635,6,6/16/89,167,6,6,FALSE,S,F
89-N28.3,1989,N28.3,4,2011.81415,,4,00/00/00,0,0,0,FALSE,S,AE
89-N29.1,1989,N29.1,6,2011.8156,,6,00/00/00,0,0,0,FALSE,S,AE
89-N29.1,1989,N29.1,6,940.25349,1560.03312,8,7/4/89,185,8,6,FALSE,S,F
89-N29.3,1989,N29.3,6,940.25733,2021.76345,6,6/15/89,166,5,5,FALSE,S,F
89-N29.4,1989,N29.4,6,2011.81304,2021.76355,4,7/4/89,185,4,4,FALSE,S,F
89-N30.2,1989,N30.2,5,2021.76309,2011.81699,5,6/14/89,165,4,1,FALSE,S,F
89-N30.4,1989,N30.4,5,1560.03303,,5,00/00/00,0,0,0,FALSE,S,AE
89-N31.1,1989,N31.1,6,2011.81191,2021.76343,8,6/15/89,166,8,8,FALSE,S,F
89-N31.2,1989,N31.2,7,2021.76301,2011.81448,7,6/17/89,168,7,7,FALSE,S,F
89-N31.3,1989,N31.3,7,2021.7632,2021.76344,7,6/13/89,164,6,6,FALSE,S,F
89-N32.1,1989,N32.1,6,2021.76332,,6,6/23/89,174,6,5,FALSE,S,F
89-O23.4,1989,O23.4,8,2021.76305,,8,7/6/89,187,3,0,FALSE,S,AN
89-O23.5,1989,O23.5,6,2021.76325,2011.81869,6,6/17/89,168,6,6,FALSE,S,F
89-O23.6,1989,O23.6,5,2011.81243,,5,7/7/89,188,3,3,FALSE,S,F
89-O24.1,1989,O24.1,6,940.25382,910.26792,6,6/13/89,164,6,6,FALSE,S,F
89-O24.3,1989,O24.3,5,940.25732,2021.76304,5,6/11/89,162,4,3,FALSE,S,F
89-O24.4,1989,O24.4,5,2021.76331,,5,00/00/00,0,0,0,FALSE,S,AE
89-O24.5,1989,O24.5,6,2011.81243,,6,00/00/00,0,0,0,FALSE,S,AE
89-O24.6,1989,O24.6,6,940.25718,,4,00/00/00,0,0,0,FALSE,S,AE
89-O24.7,1989,O24.7,6,2021.76303,,8,6/14/89,165,8,0,FALSE,S,AN
89-O25.1,1989,O25.1,6,2021.76307,2021.76204,6,6/14/89,165,6,6,FALSE,S,F
89-O25.2,1989,O25.2,7,940.2577,970.269,7,6/15/89,166,7,7,FALSE,S,F
89-O25.4,1989,O25.4,6,940.25368,2011.8121,8,6/13/89,164,7,7,FALSE,S,F
89-O25.5,1989,O25.5,5,2021.76314,1560.03306,5,6/28/89,179,5,3,FALSE,S,F
89-O26.1,1989,O26.1,6,2011.81312,1560.03059,6,00/00/00,0,0,0,FALSE,S,AE
89-O26.2,1989,O26.2,5,2011.81312,940.2566,5,6/27/89,178,5,5,FALSE,S,F
89-O26.3,1989,O26.3,5,2021.76225,2021.76357,5,6/20/89,171,5,4,FALSE,S,F
89-O26.5,1989,O26.5,6,940.25742,2021.76354,4,6/13/89,164,4,4,FALSE,S,F
89-O26.6,1989,O26.6,5,940.25396,,7,00/00/00,0,0,0,FALSE,S,AE
89-O27.1,1989,O27.1,6,2021.76302,2021.76226,6,6/18/89,169,6,5,FALSE,S,F
89-O27.2,1989,O27.2,6,2021.76319,1560.03059,6,6/16/89,167,6,6,FALSE,S,F
89-O27.3,1989,O27.3,5,2021.76315,940.25666,5,6/17/89,168,5,5,FALSE,S,F
89-O29.1,1989,O29.1,7,2021.76306,2011.8184,7,6/14/89,165,7,5,FALSE,S,F
89-O29.2,1989,O29.2,5,940.25351,2021.7631,3,6/14/89,165,1,1,FALSE,S,F
90-L18.1,1990,L18.1,6,2020.39738,2021.76324,10,6/23/90,174,7,7,FALSE,N,F
90-L19.1,1990,L19.1,6,940.2576,2021.76228,4,6/16/90,167,3,3,FALSE,N,F
90-L19.2,1990,L19.2,6,2021.76326,2020.39795,11,6/25/90,176,6,6,FALSE,N,F
90-L20.1,1990,L20.1,7,2020.39779,2021.76346,7,7/3/90,184,5,0,FALSE,N,AN
90-L20.2,1990,L20.2,6,2011.812,2011.81803,6,6/24/90,175,6,6,FALSE,N,F
90-L27.1,1990,L27.1,5,2011.81416,,5,7/11/90,192,3,0,FALSE,S,AN
90-L27.3,1990,L27.3,5,2020.39744,2021.76222,5,6/21/90,172,4,4,FALSE,S,F
90-M18.1,1990,M18.1,4,940.25345,2020.39731,4,7/7/90,188,4,4,FALSE,N,F
90-M19.4,1990,M19.4,5,2020.39776,2031.56208,5,7/1/90,182,4,4,FALSE,N,F
90-M20.3,1990,M20.3,6,2021.7622,1560.03065,6,6/22/90,173,6,6,FALSE,N,F
90-M20.4,1990,M20.4,6,2021.76336,,6,7/9/90,190,3,0,FALSE,N,AN
90-M20.5,1990,M20.5,6,940.25751,1560.04512,6,7/8/90,189,6,4,FALSE,N,F
90-M21.5,1990,M21.5,7,2021.76311,2021.76356,7,7/1/90,182,5,5,FALSE,N,F
90-M21.6,1990,M21.6,5,1560.0415,2031.56463,5,7/9/90,190,4,4,FALSE,N,F
90-M24.1,1990,M24.1,6,2021.76236,2020.39752,6,6/29/90,180,5,4,FALSE,S,F
90-M25.2,1990,M25.2,5,2021.76329,2021.76238,5,7/5/90,186,4,4,FALSE,S,F
90-M25.4,1990,M25.4,5,940.25368,2020.39748,7,6/19/90,170,7,7,FALSE,S,F
90-M26.1,1990,M26.1,5,2021.76225,2021.7626,5,7/16/90,197,3,0,FALSE,S,AN
90-M26.3,1990,M26.3,5,2020.39766,2031.56207,5,7/3/90,184,5,5,FALSE,S,F
90-M27.1,1990,M27.1,5,940.25737,2021.76337,5,7/8/90,189,4,0,FALSE,S,AN
90-M27.2,1990,M27.2,6,2020.39737,2031.56201,11,6/25/90,176,7,0,FALSE,S,AN
90-M27.3,1990,M27.3,5,940.25747,2011.81261,5,7/1/90,182,4,4,FALSE,S,F
90-M28.2,1990,M28.2,5,940.25074,2011.81621,5,6/30/90,181,4,4,FALSE,S,F
90-M29.2,1990,M29.2,4,2020.39762,,4,7/9/90,190,2,0,FALSE,S,AN
90-M30.1,1990,M30.1,5,2020.39753,2011.81459,9,6/20/90,171,7,6,FALSE,S,F
90-M30.2,1990,M30.2,5,2020.39757,2031.56206,5,6/24/90,175,4,4,FALSE,S,F
90-M30.3,1990,M30.3,6,2020.39758,2011.81555,6,6/21/90,172,6,6,FALSE,S,F
90-M31.1,1990,M31.1,5,1560.04508,2020.39763,5,7/14/90,195,5,0,FALSE,S,AN
90-M31.2,1990,M31.2,6,2021.7632,2020.39775,10,6/20/90,171,3,0,FALSE,S,AN
90-M31.4,1990,M31.4,4,2020.39773,1560.0321,4,6/25/90,176,4,4,FALSE,S,F
90-N18.1,1990,N18.1,4,2020.39771,2020.39741,4,7/6/90,187,4,4,FALSE,N,F
90-N19.1,1990,N19.1,5,2011.81202,2011.81206,5,7/10/90,191,5,4,FALSE,N,F
90-N20.1,1990,N20.1,6,2020.3973,2020.398,9,6/28/90,179,6,4,FALSE,N,F
90-N20.2,1990,N20.2,5,2020.39767,2020.39782,5,7/12/90,193,5,4,FALSE,N,F
90-N23.1,1990,N23.1,6,2021.76321,940.25076,2,6/20/90,171,2,2,FALSE,S,F
90-N23.2,1990,N23.2,6,2011.81193,2031.56203,6,6/29/90,180,4,4,FALSE,S,F
90-N23.3,1990,N23.3,5,940.25382,2020.3978,5,7/8/90,189,5,4,FALSE,S,F
90-N25.1,1990,N25.1,4,2021.76691,,4,7/9/90,190,4,2,FALSE,S,F
90-N26.2,1990,N26.2,6,2021.76244,2020.39791,6,6/20/90,171,6,4,FALSE,S,F
90-N27.2,1990,N27.2,7,2020.3975,2021.76351,12,6/20/90,171,6,6,FALSE,S,F
90-N27.3,1990,N27.3,5,2021.7633,,7,6/17/90,168,7,1,FALSE,S,F
90-N28.2,1990,N28.2,5,940.25375,2021.7635,5,7/8/90,189,5,5,FALSE,S,F
90-N29.2,1990,N29.2,4,2011.81243,2021.76256,4,7/8/90,189,3,3,FALSE,S,F
90-N29.3,1990,N29.3,5,2011.81195,2021.76207,7,6/25/90,176,6,4,FALSE,S,F
90-N29.5,1990,N29.5,6,2011.81304,,4,6/22/90,173,3,1,FALSE,S,F
90-N30.1,1990,N30.1,6,940.25349,,8,6/20/90,171,4,0,FALSE,S,AN
90-N30.2,1990,N30.2,6,2021.76327,2021.76605,9,6/21/90,172,6,6,FALSE,S,F
90-N31.1,1990,N31.1,3,2020.39746,,3,7/2/90,183,3,0,FALSE,S,AN
90-N31.2,1990,N31.2,6,2021.76301,2020.39732,10,6/19/90,170,7,5,FALSE,S,F
90-N31.6,1990,N31.6,4,2020.3976,2031.5621,4,7/1/90,182,4,4,FALSE,S,F
90-O23.6,1990,O23.6,5,2020.39759,2021.7625,9,6/21/90,172,7,6,FALSE,S,F
90-O24.3,1990,O24.3,5,2020.39768,2021.76206,5,7/13/90,194,5,4,FALSE,S,F
90-O24.4,1990,O24.4,6,2021.76319,910.269,12,6/27/90,178,7,2,FALSE,S,F
90-O25.1,1990,O25.1,5,2021.76312,2021.76239,5,6/28/90,179,5,4,FALSE,S,F
90-O26.2,1990,O26.2,6,2020.39756,,10,6/17/90,168,10,7,FALSE,S,F
90-O27.2,1990,O27.2,6,2020.39735,1560.03059,12,6/22/90,173,5,3,FALSE,S,F
90-O28.2,1990,O28.2,4,1560.03446,2020.39798,4,6/27/90,178,4,4,FALSE,S,F
90-O29.1,1990,O29.1,6,2021.76309,2011.8184,6,6/15/90,166,6,6,FALSE,S,F
90-M20.4,1990,M20.4,5,2021.76336,,0,00/00/00,0,0,0,FALSE,N,X
90-M20.5,1990,M20.5,6,940.25751,,0,00/00/00,0,0,0,FALSE,N,X
90-M21.1,1990,M21.1,7,2020.39755,,12,00/00/00,0,0,0,FALSE,N,AE
90-M21.2,1990,M21.2,6,1560.0331,,9,00/00/00,0,0,0,FALSE,N,AE
90-M25.3,1990,M25.3,4,2021.76329,,4,00/00/00,0,0,0,FALSE,S,AE
90-M26.2,1990,M26.2,6,2021.76225,,6,00/00/00,0,0,0,FALSE,S,AE
90-M26.5,1990,M26.5,6,2020.39742,2011.81256,11,00/00/00,0,0,0,FALSE,S,AE
90-M26.6,1990,M26.6,5,2011.81493,,0,00/00/00,0,0,0,FALSE,S,X
90-M26.7,1990,M26.7,5,2020.3977,,0,00/00/00,0,0,0,FALSE,S,X
90-M27.1,1990,M27.1,6,940.25737,,0,00/00/00,0,0,0,FALSE,S,X
90-M29.1,1990,M29.1,7,1560.03093,,0,00/00/00,0,0,0,FALSE,S,X
90-M29.2,1990,M29.2,5,2020.39762,2020.39761,0,00/00/00,0,0,0,FALSE,S,X
90-M30.4,1990,M30.4,5,2011.81243,,0,00/00/00,0,0,0,FALSE,S,X
90-N20.3,1990,N20.3,5,2020.39767,,0,00/00/00,0,0,0,FALSE,N,X
90-N24.1,1990,N24.1,6,2020.39768,,6,00/00/00,0,0,0,FALSE,S,AE
90-N25.1,1990,N25.1,5,2020.39772,,0,00/00/00,0,0,0,FALSE,S,X
90-N27.1,1990,N27.1,5,2020.39749,,11,00/00/00,0,0,0,FALSE,S,AE
90-N28.1,1990,N28.1,5,940.25375,,0,00/00/00,0,0,0,FALSE,S,X
90-N29.1,1990,N29.1,4,2020.39774,,4,00/00/00,0,0,0,FALSE,S,AE
90-N30.4,1990,N30.4,6,2021.76735,,0,00/00/00,0,0,0,FALSE,S,X
90-N31.3,1990,N31.3,5,2020.39747,,5,00/00/00,0,0,0,FALSE,S,AE
90-N31.4,1990,N31.4,6,1560.04508,,0,00/00/00,0,0,0,FALSE,S,X
90-O23.1,1990,O23.1,4,2020.39745,,4,00/00/00,0,0,0,FALSE,S,AE
90-O23.4,1990,O23.4,4,2020.39769,,4,00/00/00,0,0,0,FALSE,S,AE
90-O23.5,1990,O23.5,5,2021.76655,2020.39777,5,00/00/00,0,0,0,FALSE,S,AE
90-O24.1,1990,O24.1,6,940.25382,,0,00/00/00,0,0,0,FALSE,S,X
90-O24.6,1990,O24.6,5,2021.76691,,0,00/00/00,0,0,0,FALSE,S,X
90-O25.4,1990,O25.4,4,2020.39781,,4,00/00/00,0,0,0,FALSE,S,AE
90-O26.4,1990,O26.4,5,2011.8164,,0,00/00/00,0,0,0,FALSE,S,X
90-N32.1,1990,N32.1,3,,,3,00/00/00,0,0,0,FALSE,S,AE
90-L27.1,1990,L27.1,5,2020.39764,,0,00/00/00,0,0,0,FALSE,S,X
90-L27.2,1990,L27.2,6,1560.03262,,0,00/00/00,0,0,0,FALSE,S,X
90-M19.3,1990,M19.3,6,2011.81202,,0,00/00/00,0,0,0,FALSE,N,X
90-M20.1,1990,M20.1,5,2011.81416,,0,00/00/00,0,0,0,FALSE,N,X
91-L18.1,1991,L18.1,6,940.2576,2021.76324,0,6/10/91,161,4,4,FALSE,N,F
91-L19.1,1991,L19.1,6,2021.7622,2031.56644,0,6/15/91,166,4,4,FALSE,N,F
91-L19.2,1991,L19.2,5,2031.56623,,0,6/11/91,162,5,0,FALSE,N,AN
91-L20.1,1991,L20.1,6,2011.812,2031.56647,0,6/12/91,163,6,6,FALSE,N,F
91-L20.2,1991,L20.2,6,2021.76326,2031.56202,0,6/14/91,165,5,5,FALSE,N,F
91-L27.2,1991,L27.2,7,2020.39759,2021.76251,0,6/15/91,166,6,6,FALSE,S,F
91-L27.3,1991,L27.3,6,2020.39744,2021.76222,0,6/10/91,161,6,6,FALSE,S,F
91-M18.1,1991,M18.1,6,2021.76271,2020.39741,0,6/19/91,170,6,6,FALSE,N,F
91-M19.3,1991,M19.3,6,2031.56626,2031.56633,0,6/12/91,163,6,6,FALSE,N,F
91-M19.4,1991,M19.4,5,2021.76274,,0,00/00/00,0,0,0,FALSE,N,AE
91-M20.1,1991,M20.1,6,2021.76275,2021.76276,0,6/12/91,163,6,6,FALSE,N,F
91-M20.3,1991,M20.3,4,2020.39773,1560.03065,0,6/13/91,164,2,2,FALSE,N,F
91-M20.4,1991,M20.4,6,2020.3973,1560.0321,0,6/13/91,164,6,6,FALSE,N,F
91-M20.5,1991,M20.5,6,940.25751,,0,6/9/91,160,5,4,FALSE,N,F
91-M21.1,1991,M21.1,5,2031.56376,2020.39782,0,6/16/91,167,5,5,FALSE,N,F
91-M21.5,1991,M21.5,5,2031.56632,2011.81106,0,6/16/91,167,5,5,FALSE,N,F
91-M25.3,1991,M25.3,6,2031.5663,2021.76279,0,6/13/91,164,6,6,FALSE,S,F
91-M25.4,1991,M25.4,5,2020.39758,2020.39748,0,6/13/91,164,5,5,FALSE,S,F
91-M26.3,1991,M26.3,6,2020.3975,,0,00/00/00,0,0,0,FALSE,S,AE
91-M26.5,1991,M26.5,6,,2021.76278,0,6/30/91,181,6,0,FALSE,S,AN
91-M26.6,1991,M26.6,6,2031.56621,2031.56635,0,6/12/91,163,6,6,FALSE,S,F
91-M26.7,1991,M26.7,5,2021.76264,2031.56641,0,6/12/91,163,5,5,FALSE,S,F
91-M27.2,1991,M27.2,6,2021.76244,2031.56638,0,6/13/91,164,2,2,FALSE,S,F
91-M27.3,1991,M27.3,6,2020.39789,,0,6/12/91,163,6,0,FALSE,S,AN
91-M28.2,1991,M28.2,5,2020.39757,2031.56642,0,6/11/91,162,5,5,FALSE,S,F
91-M29.1,1991,M29.1,5,2021.76312,2031.56455,0,6/16/91,167,5,5,FALSE,S,F
91-M29.2,1991,M29.2,6,2021.76309,,0,00/00/00,0,0,0,FALSE,S,AE
91-M30.1,1991,M30.1,4,2031.56636,2031.56643,0,6/25/91,176,3,0,FALSE,S,AN
91-M30.2,1991,M30.2,4,2031.56649,2031.5665,0,6/17/91,168,3,3,FALSE,S,F
91-M30.4,1991,M30.4,6,2031.5662,,0,00/00/00,0,0,0,FALSE,S,AE
91-N20.2,1991,N20.2,5,2031.56637,,0,6/24/91,175,5,5,FALSE,N,F
91-N23.1,1991,N23.1,6,940.25382,940.25076,0,6/9/91,160,6,6,FALSE,S,F
91-N23.2,1991,N23.2,5,2020.39768,,0,00/00/00,0,0,0,FALSE,S,AE
91-N23.3,1991,N23.3,6,2031.5664,,8,6/19/91,170,8,8,FALSE,S,F
91-N24.1,1991,N24.1,6,2031.56625,,0,00/00/00,0,0,0,FALSE,S,AE
91-N26.1,1991,N26.1,5,2031.56628,,0,6/16/91,167,4,0,FALSE,S,AN
91-N27.2,1991,N27.2,6,2021.7607,2021.76207,0,6/12/91,163,5,5,FALSE,S,F
91-N27.3,1991,N27.3,5,2021.7633,2021.76354,0,6/11/91,162,4,4,FALSE,S,F
91-N28.1,1991,N28.1,6,2031.56624,,0,00/00/00,0,0,0,FALSE,S,AE
91-N28.2,1991,N28.2,5,2031.56629,,0,6/16/91,167,4,4,FALSE,S,F
91-N28.3,1991,N28.3,6,1560.03203,,0,6/19/91,170,6,5,FALSE,S,F
91-N28.4,1991,N28.4,6,2031.56634,,0,6/11/91,162,6,0,FALSE,S,AN
91-N29.2,1991,N29.2,5,2011.81416,,0,6/18/91,169,5,5,FALSE,S,F
91-N29.3,1991,N29.3,6,2020.39762,2021.76605,0,6/17/91,168,6,6,FALSE,S,F
91-N29.4,1991,N29.4,6,2020.3976,2031.56645,0,6/15/91,166,5,5,FALSE,S,F
91-N31.1,1991,N31.1,6,2021.76301,,0,6/13/91,164,3,3,FALSE,S,F
91-N31.6,1991,N31.6,6,2031.56631,2031.5621,0,6/14/91,165,4,4,FALSE,S,F
91-O23.4,1991,O23.4,6,2011.81193,2021.76239,4,6/17/91,168,4,4,FALSE,S,F
91-O23.5,1991,O23.5,5,1560.0415,,0,6/11/91,162,4,4,FALSE,S,F
91-O24.5,1991,O24.5,5,2031.56659,2031.56658,0,6/17/91,168,5,5,FALSE,S,F
91-O25.2,1991,O25.2,6,2031.56627,2021.76237,0,6/16/91,167,6,6,FALSE,S,F
91-O25.4,1991,O25.4,5,2031.56622,,0,6/14/91,165,5,0,FALSE,S,AN
91-O26.2,1991,O26.2,6,2020.39755,2021.76277,0,6/10/91,161,3,3,FALSE,S,F
91-O26.4,1991,O26.4,6,2021.76691,1560.03059,11,6/29/91,180,3,0,FALSE,S,AN
91-M28.1,1991,M28.1,6,,,0,00/00/00,0,0,0,FALSE,S,AE
91-M30.1,1991,M30.1,2,,,0,00/00/00,0,0,0,FALSE,S,AE
91-N30.2,1991,N30.2,5,,,0,00/00/00,0,0,0,FALSE,S,AE
91-O24.1,1991,O24.1,3,,,0,00/00/00,0,0,0,FALSE,S,AE
92-L18.1,1992,L18.1,5,2021.76785,2021.76324,5,6/19/92,170,5,5,FALSE,N,F
92-L19.1,1992,L19.1,5,2031.56623,,5,6/26/92,177,1,0,FALSE,N,AN
92-L20.1,1992,L20.1,6,2021.76289,2031.57604,6,6/14/92,165,6,5,FALSE,N,F
92-L27.1,1992,L27.1,7,2020.39759,2031.57606,7,6/17/92,168,6,6,FALSE,S,F
92-M18.1,1992,M18.1,4,2021.76288,2020.39741,4,6/18/92,169,4,4,FALSE,N,F
92-M19.3,1992,M19.3,6,2021.76298,2031.56633,6,6/20/92,171,6,5,FALSE,N,F
92-M19.4,1992,M19.4,6,2031.56676,2031.57626,6,6/30/92,181,5,4,FALSE,N,F
92-M20.1,1992,M20.1,5,2031.57607,2031.57615,5,6/19/92,170,5,4,FALSE,N,F
92-M20.2,1992,M20.2,6,2021.76299,2021.76276,6,6/16/92,167,6,4,FALSE,N,F
92-M20.3,1992,M20.3,5,2031.56376,2031.56376,5,6/17/92,168,5,5,FALSE,N,F
92-M20.5,1992,M20.5,6,2021.76293,2031.57616,6,6/20/92,171,5,5,FALSE,N,F
92-M21.1,1992,M21.1,7,2021.7622,2020.39782,7,6/21/92,172,7,0,FALSE,N,AN
92-M21.4,1992,M21.4,6,2021.76287,2031.56653,6,6/17/92,168,3,3,FALSE,N,F
92-M24.P,1992,M24.P,3,2031.56678,,3,6/23/92,174,2,1,FALSE,S,F
92-M25.2,1992,M25.2,4,2031.57602,,4,6/24/92,175,4,0,FALSE,S,AN
92-M26.1,1992,M26.1,4,2031.57627,,4,00/00/00,0,0,0,FALSE,S,AE
92-M26.5,1992,M26.5,5,2031.56663,,5,7/7/92,188,3,0,FALSE,S,AN
92-M26.6,1992,M26.6,6,2031.56648,2031.56635,6,6/17/92,168,6,2,FALSE,S,F
92-M26.7,1992,M26.7,6,2031.56674,2031.5667,6,6/20/92,171,6,6,FALSE,S,F
92-M27.2,1992,M27.2,4,2021.76297,2031.57623,4,6/21/92,172,4,4,FALSE,S,F
92-M27.3,1992,M27.3,6,2021.76691,2031.56679,6,6/20/92,171,5,5,FALSE,S,F
92-M28.2,1992,M28.2,7,2031.5668,2031.56642,7,6/18/92,169,7,6,FALSE,S,F
92-M29.2,1992,M29.2,7,2021.76285,2031.57608,7,6/19/92,170,6,6,FALSE,S,F
92-M30.2,1992,M30.2,6,2031.56631,2031.57155,6,6/18/92,169,6,3,FALSE,S,F
92-M30.3,1992,M30.3,5,2021.76312,2031.57613,5,6/20/92,171,5,0,FALSE,S,AN
92-M30.4,1992,M30.4,7,2020.39755,2031.57612,7,6/17/92,168,5,3,FALSE,S,F
92-N23.1,1992,N23.1,6,2021.763,,6,6/27/92,178,6,0,FALSE,S,AN
92-N23.3,1992,N23.3,5,2031.5761,2031.5762,5,6/19/92,170,5,5,FALSE,S,F
92-N24.1,1992,N24.1,6,2021.7629,2031.57611,6,6/18/92,169,6,5,FALSE,S,F
92-N25.1,1992,N25.1,5,2020.39758,2021.76295,5,6/19/92,170,4,4,FALSE,S,F
92-N26.1,1992,N26.1,6,2031.57257,,6,00/00/00,0,0,0,FALSE,S,AE
92-N27.1,1992,N27.1,5,2021.76264,2031.56641,5,6/19/92,170,5,5,FALSE,S,F
