Nest_Key,Year,Nest_ID,Eggs_Laid,Female_ID,Male_ID,J_Found_Date,Hatch_Date,J_Hatch_Date,Eggs_Hatched,Fledglings,Known_Hatch,Study_Site,Fate
98-N25.1,1998,N25.1,6,1560.032,2031.58498,163,6/15/98,166,6,6,FALSE,S,F
98-N26.2,1998,N26.2,6,2121.65276,2031.58485,163,6/19/98,170,6,0,FALSE,S,AN
98-N27.1,1998,N27.1,6,2031.58482,2121.65009,163,6/13/98,164,6,6,FALSE,S,F
98-N27.3,1998,N27.3,6,2121.6528,,163,6/18/98,169,5,0,FALSE,S,AN
98-N28.2,1998,N28.2,6,2031.58488,2121.65007,163,6/17/98,168,6,5,FALSE,S,F
98-N30.1,1998,N30.1,4,2121.6507,1560.03192,163,6/20/98,171,4,0,FALSE,S,AN
98-N30.2,1998,N30.2,4,2121.65292,2031.58352,166,7/2/98,183,4,3,FALSE,S,F
98-O24.1,1998,O24.1,6,2121.65277,2121.65008,163,6/14/98,165,5,5,FALSE,S,F
98-O25.1,1998,O25.1,6,2121.65279,2121.65072,163,6/15/98,166,6,5,FALSE,S,F
98-O25.2,1998,O25.2,6,2121.65281,,163,6/19/98,170,5,0,FALSE,S,AN
98-O25.4,1998,O25.4,6,2121.65033,2121.65284,163,6/20/98,171,6,5,FALSE,S,F
98-O26.2,1998,O26.2,5,2121.65287,2031.58485,166,6/26/98,177,5,3,FALSE,S,F
98-O29.3,1998,O29.3,5,2121.65282,,163,6/16/98,167,5,0,FALSE,S,AN
99-M19.1,1999,M19.1,6,2031.58474,2121.65288,156,6/7/99,158,6,6,FALSE,N,F
99-M19.2,1999,M19.2,6,2121.65297,2121.65801,156,6/9/99,160,6,6,FALSE,N,F
99-M19.3,1999,M19.3,6,2031.58488,2031.58377,156,6/13/99,164,6,6,FALSE,N,F
99-M20.1,1999,M20.1,5,2031.58451,,156,6/14/99,165,6,6,FALSE,N,F
99-M20.2,1999,M20.2,6,2031.58357,2121.6508,156,6/11/99,162,5,5,FALSE,N,F
99-M20.4,1999,M20.4,7,2031.56698,2031.58375,156,6/9/99,160,6,6,FALSE,N,F
99-M21.4,1999,M21.4,4,2031.58364,2121.65296,156,6/19/99,170,4,4,FALSE,N,F
99-M24.1,1999,M24.1,6,1560.0319,2031.5837,156,6/7/99,158,5,5,FALSE,S,F
99-M25.4,1999,M25.4,6,2031.58353,2031.58498,156,6/13/99,164,6,5,FALSE,S,F
99-M26.3,1999,M26.3,6,2121.65215,2031.58376,156,6/13/99,164,6,6,FALSE,S,F
99-M26.5,1999,M26.5,5,2121.65287,2121.65291,156,6/9/99,160,4,4,FALSE,S,F
99-M26.6,1999,M26.6,6,1560.03189,1560.03188,156,6/7/99,158,5,5,FALSE,S,F
99-M27.2,1999,M27.2,6,2031.58495,2031.5849,156,6/9/99,160,5,5,FALSE,S,F
99-M27.3,1999,M27.3,7,2121.65297,2121.65294,156,6/7/99,158,7,7,FALSE,S,F
99-M28.1,1999,M28.1,7,2031.58358,2121.65012,156,6/13/99,164,6,5,FALSE,S,F
99-M29.2,1999,M29.2,5,2121.65001,2031.58372,156,6/7/99,158,5,5,FALSE,S,F
99-M30.3,1999,M30.3,7,1560.03629,2031.58373,156,6/9/99,160,7,7,FALSE,S,F
99-M31.2,1999,M31.2,6,1560.032,2031.58369,156,6/9/99,160,6,6,FALSE,S,F
99-N24.2,1999,N24.2,6,2031.58371,2031.5849,167,6/13/99,164,5,5,FALSE,S,F
99-N26.1,1999,N26.1,4,2031.58366,2031.58367,156,6/11/99,162,4,4,FALSE,S,F
99-N26.2,1999,N26.2,7,2031.58354,2031.58485,156,6/9/99,160,7,7,FALSE,S,F
99-N27.1,1999,N27.1,6,2031.58482,2121.65009,156,6/7/99,158,6,6,FALSE,S,F
99-N28.2,1999,N28.2,7,2121.65275,2121.65007,156,6/7/99,158,7,7,FALSE,S,F
99-N29.2,1999,N29.2,7,2031.58361,2031.58382,156,6/19/99,170,7,7,FALSE,S,F
99-N29.3,1999,N29.3,6,2031.5836,,156,6/17/99,168,3,0,FALSE,S,AN
99-N30.1,1999,N30.1,6,2031.58359,2031.58374,156,6/9/99,160,6,6,FALSE,S,F
99-N31.1,1999,N31.1,4,2031.58378,,171,7/5/99,186,4,0,FALSE,S,AN
99-N31.2,1999,N31.2,5,2031.58362,2031.58379,156,6/11/99,162,4,4,FALSE,S,F
99-O24.1,1999,O24.1,6,2031.58356,2121.65008,156,6/9/99,160,6,6,FALSE,S,F
99-O25.1,1999,O25.1,6,2121.65033,2121.65072,156,6/9/99,160,6,6,FALSE,S,F
99-O25.2,1999,O25.2,5,2031.58365,2031.5838,157,6/23/99,174,4,4,FALSE,S,F
99-O25.4,1999,O25.4,6,2031.58355,2121.65284,156,6/7/99,158,3,3,FALSE,S,F
99-O26.3,1999,O26.3,5,2031.58368,2031.58383,160,6/29/99,180,3,0,FALSE,S,AN
99-O28.2,1999,O28.2,5,,,198,6/12/99,163,5,4,FALSE,S,F
99-O29.3,1999,O29.3,5,2031.58363,2031.58381,156,6/17/99,168,5,5,FALSE,S,F
100-L19.1,2000,L19.1,6,2031.58474,2121.65288,156,6/13/00,164,6,6,FALSE,N,F
100-M20.1,2000,M20.1,7,2031.56698,2121.6508,156,6/14/00,165,6,6,FALSE,N,F
100-M21.5,2000,M21.5,6,2121.65297,2031.58375,156,6/11/00,162,6,6,FALSE,N,F
100-M24.1,2000,M24.1,6,1560.03879,2031.5837,154,6/22/00,173,6,6,FALSE,S,F
100-M26.2,2000,M26.2,3,1560.03878,2031.58376,159,6/26/00,177,3,3,FALSE,S,F
100-M26.3,2000,M26.3,7,2031.58354,1560.03188,154,6/14/00,165,7,6,FALSE,S,F
100-M26.5,2000,M26.5,7,2031.58356,2121.65072,154,6/14/00,165,3,3,FALSE,S,F
100-M26.7,2000,M26.7,6,2121.65275,1560.03885,156,6/12/00,163,5,5,FALSE,S,F
100-M27.1,2000,M27.1,6,2031.58452,2121.65006,158,6/13/00,164,6,6,FALSE,S,F
100-M28.2,2000,M28.2,4,1560.03884,2031.58372,165,6/29/00,180,4,4,FALSE,S,F
100-M30.2,2000,M30.2,6,2031.58364,1560.03626,158,6/14/00,165,6,6,FALSE,S,F
100-M30.3,2000,M30.3,6,1560.03876,2031.58373,154,6/13/00,164,6,6,FALSE,S,F
100-M31.2,2000,M31.2,6,2031.58362,2031.58369,158,6/13/00,164,6,6,FALSE,S,F
100-N18.1,2000,N18.1,6,1560.03883,2121.65801,154,06/19/200,170,6,6,FALSE,N,F
100-N24.2,2000,N24.2,6,2031.58371,,156,6/16/00,167,6,6,FALSE,S,F
100-N26.2,2000,N26.2,6,2031.58488,2121.65885,154,6/17/00,168,6,5,FALSE,S,F
100-N27.2,2000,N27.2,6,1560.0388,2121.65009,158,6/16/00,167,6,6,FALSE,S,F
100-N28.2,2000,N28.2,5,2121.65815,2121.65007,158,6/17/00,168,4,4,FALSE,S,F
100-N28.5,2000,N28.5,5,1560.03877,2031.58485,154,6/12/00,163,5,5,FALSE,S,F
100-N29.2,2000,N29.2,5,1560.03881,1560.03886,158,6/16/00,167,5,5,FALSE,S,F
100-N30.2,2000,N30.2,6,2121.65033,2031.58374,158,6/14/00,165,6,6,FALSE,S,F
100-N31.5,2000,N31.5,6,1560.03882,2031.58379,158,6/15/00,166,6,6,FALSE,S,F
100-O25.4,2000,O25.4,7,2031.58357,,156,6/17/00,168,7,7,FALSE,S,F
100-O27.1,2000,O27.1,6,2031.58366,2121.65823,158,6/17/00,168,5,4,FALSE,S,F
100-O27.3,2000,O27.3,6,2031.58378,,154,6/15/00,166,6,0,FALSE,S,AN
100-O29.3,2000,O29.3,6,2031.58368,,154,6/22/00,173,6,6,FALSE,S,F
101-L19.2,2001,L19.2,6,2031.58474,2121.65288,181,6/13/01,164,4,4,FALSE,N,F
101-L27.3,2001,L27.3,6,1560.04,,202,6/20/01,171,6,0,FALSE,S,AN
101-L28.1,2001,L28.1,6,1560.04606,1560.04689,187,6/14/01,165,6,6,FALSE,S,F
101-M20.1,2001,M20.1,4,1560.04605,,202,7/2/01,183,4,0,FALSE,N,AN
101-M20.4,2001,M20.4,6,,2121.6508,181,6/15/01,166,6,6,FALSE,N,F
101-M24.1,2001,M24.1,7,1560.03952,,202,6/22/01,173,6,2,FALSE,S,F
101-M26.3,2001,M26.3,6,1560.04607,1560.03188,191,6/22/01,173,6,0,FALSE,S,AN
101-M26.5,2001,M26.5,6,2031.58356,2121.65072,181,6/14/01,165,6,6,FALSE,S,F
101-M26.6,2001,M26.6,5,1560.04608,,188,6/15/01,166,5,4,FALSE,S,F
101-M26.7,2001,M26.7,7,2031.58354,1560.037,163,6/12/01,163,6,6,FALSE,S,F
101-M27.1,2001,M27.1,6,2031.58452,1560.03885,163,6/11/01,162,6,6,FALSE,S,F
101-M27.3,2001,M27.3,6,1560.03878,,181,6/14/01,165,6,6,FALSE,S,F
101-M29.1,2001,M29.1,6,1560.03882,1560.04611,163,6/11/01,162,6,6,FALSE,S,F
101-M30.4,2001,M30.4,6,1560.03764,1560.03626,181,6/16/01,167,5,4,FALSE,S,F
101-M31.2,2001,M31.2,6,2031.58362,1560.03886,163,6/11/01,162,6,6,FALSE,S,F
101-N18.1,2001,N18.1,5,2121.65297,2031.58375,163,6/11/01,162,5,5,FALSE,N,F
101-N26.2,2001,N26.2,5,2031.58364,,163,6/11/01,162,5,3,FALSE,S,F
101-N27.1,2001,N27.1,5,2121.65872,,195,6/23/01,174,5,0,FALSE,S,AN
101-N28.2,2001,N28.2,6,1560.03881,1560.04683,181,6/15/01,166,6,6,FALSE,S,F
101-N28.5,2001,N28.5,6,2121.65815,,163,6/11/01,162,6,6,FALSE,S,F
101-N29.2,2001,N29.2,6,1560.03876,2031.58374,163,6/11/01,162,6,6,FALSE,S,F
101-N29.4,2001,N29.4,6,1560.03884,,163,6/11/01,162,6,6,FALSE,S,F
101-N31.1,2001,N31.1,6,1560.04609,,191,6/21/01,172,6,1,FALSE,S,F
101-O24.7,2001,O24.7,5,1560.03879,,163,6/11/01,162,5,5,FALSE,S,F
101-O25.4,2001,O25.4,5,2031.58371,1560.04682,181,6/14/01,165,5,5,FALSE,S,F
101-O26.1,2001,O26.1,5,1560.0461,,202,7/4/01,185,3,3,FALSE,S,F
101-O29.3,2001,O29.3,6,2121.65033,2031.58387,163,6/12/01,163,5,5,FALSE,S,F
102-L28.1,2002,L28.1,6,1560.03882,1560.04689,163,6/17/02,168,5,5,FALSE,S,F
102-M19.3,2002,M19.3,6,1560.03883,2121.6508,163,6/16/02,167,6,6,FALSE,N,F
102-M20.1,2002,M20.1,6,2031.58474,1560.03595,163,6/15/02,166,6,5,FALSE,N,F
102-M26.6,2002,M26.6,4,1560.04641,1560.037,163,6/16/02,167,4,4,FALSE,S,F
102-M27.1,2002,M27.1,6,2031.58452,1560.03591,163,6/15/02,166,6,5,FALSE,S,F
102-M28.1,2002,M28.1,5,1560.03878,1560.03593,163,6/17/02,168,5,5,FALSE,S,F
102-M29.1,2002,M29.1,6,2031.58362,1560.04683,163,6/15/02,166,5,5,FALSE,S,F
102-M29.2,2002,M29.2,5,1560.04664,1560.03599,163,6/27/02,178,4,3,FALSE,S,F
102-M30.2,2002,M30.2,6,1560.04609,,163,6/19/02,170,5,0,FALSE,S,AN
102-M31.1,2002,M31.1,6,2031.58356,1560.03886,163,6/15/02,166,6,5,FALSE,S,F
102-N26.1,2002,N26.1,5,1560.03583,1560.03584,163,00/00/00,0,0,0,FALSE,S,AE
102-N26.2,2002,N26.2,4,1560.03598,2121.65072,176,7/9/02,190,4,0,FALSE,S,AN
102-N27.1,2002,N27.1,5,1560.03587,2121.65009,173,7/1/02,182,5,4,FALSE,S,F
102-N28.2,2002,N28.2,1,,,173,00/00/00,0,0,0,FALSE,S,AE
102-N28.3,2002,N28.3,4,1560.03596,,176,00/00/00,0,0,0,FALSE,S,AE
102-N28.5,2002,N28.5,5,1560.03594,,173,7/5/02,186,5,5,FALSE,S,F
102-N29.2,2002,N29.2,6,1560.03876,1560.03626,163,6/12/02,163,6,5,FALSE,S,F
102-N29.3,2002,N29.3,2,,,163,00/00/00,0,0,0,FALSE,S,AE
102-N29.4,2002,N29.4,6,1560.03585,1560.03597,163,6/18/02,169,6,6,FALSE,S,F
102-O24.2,2002,O24.2,4,1560.03589,1560.036,173,7/3/02,184,4,0,FALSE,S,AN
102-O24.6,2002,O24.6,2,1560.03588,2031.5849,163,6/24/02,175,2,2,FALSE,S,F
102-O25.1,2002,O25.1,6,1560.03884,1560.04682,163,6/14/02,165,6,6,FALSE,S,F
102-O26.1,2002,O26.1,5,1560.03586,2031.58485,163,6/27/02,178,4,4,FALSE,S,F
102-O27.3,2002,O27.3,5,1560.0359,1560.03584,173,7/7/02,188,4,4,FALSE,S,F
102-O29.3,2002,O29.3,5,2121.65815,2031.58381,163,6/12/02,163,5,5,FALSE,S,F
103-L27.1,2003,L27.1,5,1560.04914,,196,7/1/03,182,5,0,FALSE,S,AN
103-L27.2,2003,L27.2,6,1560.03785,,160,6/21/03,172,4,0,FALSE,S,AN
103-L28.1,2003,L28.1,6,1560.03882,1560.03584,160,6/16/03,167,6,6,FALSE,S,F
103-M19.1,2003,M19.1,5,1691.96156,2121.6508,160,6/24/03,175,5,5,FALSE,N,F
103-M19.2,2003,M19.2,4,1560.04904,1560.0491,160,6/22/03,173,4,4,FALSE,N,F
103-M20.2,2003,M20.2,4,,,205,7/1/03,182,4,4,FALSE,N,F
103-M21.4,2003,M21.4,6,1560.04903,1560.04909,160,6/20/03,171,6,6,FALSE,N,F
103-M24.1,2003,M24.1,5,1560.0525,1560.04907,160,6/18/03,169,5,5,FALSE,S,F
103-M25.4,2003,M25.4,7,1560.0523,1560.04917,160,6/18/03,169,7,7,FALSE,S,F
103-M26.4,2003,M26.4,6,1560.04902,,160,6/19/03,170,3,2,FALSE,S,F
103-M26.7,2003,M26.7,5,1560.03878,1560.04906,160,6/19/03,170,5,5,FALSE,S,F
103-M29.1,2003,M29.1,6,2031.58362,1560.04683,160,6/16/03,167,5,5,FALSE,S,F
103-M30.2,2003,M30.2,5,1560.03585,1560.04916,181,6/29/03,180,4,0,FALSE,S,AN
103-M31.1,2003,M31.1,6,1560.03594,1560.03599,160,6/23/03,174,6,6,FALSE,S,F
103-N26.2,2003,N26.2,5,1560.03589,1560.037,160,6/23/03,174,5,5,FALSE,S,F
103-N27.2,2003,N27.2,6,1560.03587,2121.65009,160,6/19/03,170,6,6,FALSE,S,F
103-N28.2,2003,N28.2,7,1560.04901,1560.04915,160,6/20/03,171,7,6,FALSE,S,F
103-N28.4,2003,N28.4,6,1560.03596,,160,6/20/03,171,6,6,FALSE,S,F
103-N29.2,2003,N29.2,6,1560.03876,1560.04908,160,6/18/03,169,6,6,FALSE,S,F
103-N29.4,2003,N29.4,6,2121.65815,1560.04905,160,6/15/03,166,5,4,FALSE,S,F
103-N31.1,2003,N31.1,4,,,196,00/00/00,0,0,0,FALSE,S,AE
103-N31.2,2003,N31.2,6,2031.58356,1560.03886,160,6/21/03,172,5,5,FALSE,S,F
103-O24.6,2003,O24.6,1,1560.03588,,160,00/00/00,0,0,0,FALSE,S,AE
103-O25.1,2003,O25.1,6,1560.03884,1560.04682,160,6/15/03,166,6,6,FALSE,S,F
103-O25.3,2003,O25.3,5,1560.03588,2031.5849,160,6/26/03,177,5,1,FALSE,S,F
103-O27.1,2003,O27.1,6,1560.04641,2031.58485,160,6/13/03,164,5,4,FALSE,S,F
104-L28.1,2004,L28.1,6,1560.03876,1560.04908,152,6/16/04,167,5,5,FALSE,S,F
104-M19.3,2004,M19.3,6,1560.04904,2121.6508,163,6/27/04,178,5,5,FALSE,N,F
104-M21.4,2004,M21.4,6,1560.04903,1560.0491,167,6/19/04,170,6,5,FALSE,N,F
104-M25.4,2004,M25.4,7,1560.04922,,154,6/23/04,174,6,0,FALSE,S,AN
104-M26.4,2004,M26.4,6,1560.04902,,154,6/19/04,170,6,2,FALSE,S,F
104-M26.6,2004,M26.6,7,1560.04919,1560.037,152,6/19/04,170,7,7,FALSE,S,F
104-M27.2,2004,M27.2,6,1560.03878,1560.04917,154,6/19/04,170,5,5,FALSE,S,F
104-M29.1,2004,M29.1,6,2031.58362,,152,6/16/04,167,1,0,FALSE,S,AN
104-M29.1B,2004,M29.1,6,1560.04928,,183,7/15/04,196,6,0,FALSE,S,AN
104-M30.2,2004,M30.2,6,1560.03882,1560.04925,152,6/15/04,166,6,5,FALSE,S,F
104-M31.1,2004,M31.1,5,1560.04923,1560.03886,154,6/23/04,174,4,4,FALSE,S,F
104-N26.1,2004,N26.1,5,1560.04914,1560.04913,154,6/19/04,170,5,5,FALSE,S,F
104-N27.3,2004,N27.3,6,1560.0359,1560.04927,167,6/20/04,171,5,5,FALSE,S,F
104-N28.1,2004,N28.1,6,1560.03587,2121.65009,154,6/15/04,166,5,5,FALSE,S,F
104-N28.2,2004,N28.2,7,1560.04901,1560.04915,154,6/18/04,169,7,6,FALSE,S,F
104-N29.3,2004,N29.3,6,1691.96156,,152,6/18/04,169,6,3,FALSE,S,F
104-N29.4,2004,N29.4,5,2121.65815,1560.04924,152,6/14/04,165,4,4,FALSE,S,F
104-N30.2,2004,N30.2,6,1560.0492,,152,00/00/00,0,0,0,FALSE,S,AE
104-N31.3,2004,N31.3,6,1560.0492,,168,00/00/00,0,0,0,FALSE,S,AE
104-O25.1,2004,O25.1,5,1560.03884,1560.04907,154,6/13/04,164,5,5,FALSE,S,F
104-O25.2,2004,O25.2,7,1560.0523,2031.5849,152,6/18/04,169,7,7,FALSE,S,F
104-O27.1,2004,O27.1,6,1560.04641,1560.04926,154,6/17/04,168,6,6,FALSE,S,F
105-L27.3,2005,L27.3,0,,,166,00/00/00,0,0,0,FALSE,S,AE
105-M19.1,2005,M19.1,5,1560.04929,2121.6508,164,6/30/05,181,5,2,FALSE,N,F
105-M20.1,2005,M20.1,3,1560.0525,,157,00/00/00,0,0,0,FALSE,N,AE
105-M21.4,2005,M21.4,6,1560.0593,,161,00/00/00,0,0,0,FALSE,N,AE
105-M26.2,2005,M26.2,0,,,157,00/00/00,0,0,0,FALSE,O,AE
105-M26.6,2005,M26.6,6,1560.04923,2121.65072,157,6/22/05,173,6,6,FALSE,S,F
105-M27.1,2005,M27.1,5,1560.04931,,161,00/00/00,0,0,0,FALSE,S,AE
105-M27.3,2005,M27.3,5,1560.04934,,169,7/6/05,187,5,0,FALSE,S,AN
105-M29.1,2005,M29.1,6,1560.03882,1560.04908,152,6/19/05,170,5,0,FALSE,S,AN
105-M31.1,2005,M31.1,6,1691.96156,1560.04922,153,6/21/05,172,6,4,FALSE,S,F
105-N26.2,2005,N26.2,6,1560.04914,1560.04913,154,6/22/05,173,6,4,FALSE,S,F
105-N26.6,2005,N26.6,0,,,165,00/00/00,0,0,0,FALSE,S,AE
105-N27.2,2005,N27.2,6,1560.03587,1560.04951,154,6/22/05,173,6,6,FALSE,S,F
105-N28.2,2005,N28.2,6,1560.0359,1560.04907,154,6/21/05,172,5,5,FALSE,S,F
105-N29.2,2005,N29.2,7,1560.04901,1560.04925,154,6/22/05,173,5,5,FALSE,S,F
105-O25.1,2005,O25.1,5,1560.04932,,164,00/00/00,0,0,0,FALSE,S,AE
105-O27.1,2005,O27.1,5,1560.04641,1560.04926,157,6/21/05,172,5,5,FALSE,S,F
106-M20.1,2006,M20.1,5,1560.05313,,180,6/25/06,176,4,0,FALSE,N,AN
106-M25.4,2006,M25.4,6,1560.04923,,180,6/17/06,168,6,0,FALSE,S,AN
106-M27.3,2006,M27.3,5,1560.04929,,180,6/14/06,165,5,0,FALSE,S,AN
106-N26.2,2006,N26.2,2,1560.05312,,180,00/00/00,0,0,0,FALSE,S,AE
106-N28.1,2006,N28.1,6,1560.03587,1560.04951,180,6/12/06,163,5,3,FALSE,S,F
106-N28.4,2006,N28.4,6,1560.0359,,180,6/14/06,165,6,4,FALSE,S,F
106-N29.2,2006,N29.2,7,1560.04901,,180,6/15/06,166,7,7,FALSE,S,F
106-N29.5,2006,N29.5,6,1691.96156,,180,6/14/06,165,4,4,FALSE,S,F
106-N31.3,2006,N31.3,6,1560.05314,,180,7/5/06,186,5,0,FALSE,S,AN
107-L27.2,2007,L27.2,6,1560.05503,1560.05504,179,6/27/07,178,6,0,FALSE,S,AN
107-M19.3,2007,M19.3,4,1560.05502,1560.05505,179,6/26/07,177,4,4,FALSE,N,F
107-N26.2,2007,N26.2,5,1560.05501,,151,6/18/07,169,5,5,FALSE,S,F
107-N28.1,2007,N28.1,6,1560.03587,1560.04951,151,6/17/07,168,4,0,FALSE,S,AN
107-N29.3,2007,N29.3,6,1691.96156,,151,6/17/07,168,6,6,FALSE,S,F
107-O24.6,2007,O24.6,6,1560.04901,,183,6/20/07,171,6,4,FALSE,O,F
108-L19.2,2008,L19.2,6,1560.05554,1560.05555,176,7/4/08,186,6,6,FALSE,N,F
108-N27.1,2008,N27.1,5,1560.05502,1560.05506,152,6/20/08,172,5,5,FALSE,S,F
108-N28.4,2008,N28.4,6,1691.96156,1560.04924,152,6/14/08,166,6,6,FALSE,S,F
108-O24.6,2008,O24.6,3,1560.0552,1560.05553,162,6/30/08,182,3,3,FALSE,S,F
108-O26.2,2008,O26.2,6,1560.05534,1560.05535,155,6/20/08,172,6,6,FALSE,S,F
109-M20.1,2009,M20.1,6,1560.05314,,151,6/19/09,170,5,5,FALSE,N,F
109-M26.2,2009,M26.2,4,,,164,6/25/09,176,4,0,FALSE,S,AN
109-M28.2,2009,M28.2,4,1560.05502,1560.05506,151,6/12/09,163,4,3,FALSE,S,F
109-N27.2,2009,N27.2,4,,,176,7/20/09,201,4,0,FALSE,S,?
109-N31.5,2009,N31.5,6,1691.96156,,151,6/15/09,166,6,0,FALSE,O,AN
109-O27.1,2009,O27.1,4,,,156,6/27/09,178,4,0,FALSE,S,AN
109-O28.2,2009,O28.2,6,,,163,6/13/09,164,6,0,FALSE,S,AN
110-M20.1,2010,M20.1,5,1560.05411,,154,6/16/10,167,3,3,FALSE,N,F
110-N27.1,2010,N27.1,6,1560.05554,1560.05506,155,6/12/10,163,6,6,FALSE,S,F
110-O24.6,2010,O24.6,5,1560.05501,1560.05412,154,6/6/10,157,5,5,FALSE,S,F
110-O28.2,2010,O28.2,7,1691.96156,1560.05405,154,6/10/10,161,6,6,FALSE,S,F
